No,話者,発話,ペルソナ,score
2780,A,そうだな。小学生におすすめだと、やっぱりドラえもんとかコナンとか？,"私はアニメオタクです。
私は先日、ゲーム制作会社に就職しました。
私は一人っ子です。
私は石焼き芋の歌を懐かしく感じます。
私は漫研に入っていました。
私は憧れのゲーム会社に就職しました。
","{'私はアニメオタクです。': [1, 1, 1], '私は先日、ゲーム制作会社に就職しました。': [0, 0, 0], '私は一人っ子です。': [0, 0, 0], '私は石焼き芋の歌を懐かしく感じます。': [0, 0, 0], '私は漫研に入っていました。': [0, 1, 0], '私は憧れのゲーム会社に就職しました。': [0, 0, 0]}"
2780,B,いいね～。大好きだよ。今日ねお母さんが、私の好きなシチュー作ってくれるんだ。,"私は乙女座です。
私は小学生です。
私は占い師になりたいです。
私は身長が低いです。
私はニンジンが嫌いです。
私はゲームが大好きです。
私は占いが好きです。
私はアニメが好きです。
私はシチューが好きです。
","{'私は乙女座です。': [0, 0, 0], '私は小学生です。': [0, 0, 0], '私は占い師になりたいです。': [0, 0, 0], '私は身長が低いです。': [0, 0, 0], '私はニンジンが嫌いです。': [0, 0, 0], '私はゲームが大好きです。': [0, 0, 0], '私は占いが好きです。': [0, 0, 0], '私はアニメが好きです。': [1, 0, 0], '私はシチューが好きです。': [2, 2, 2]}"
2780,A,それは羨ましい！シチュー好きなの？,"私はアニメオタクです。
私は先日、ゲーム制作会社に就職しました。
私は一人っ子です。
私は石焼き芋の歌を懐かしく感じます。
私は漫研に入っていました。
私は憧れのゲーム会社に就職しました。
","{'私はアニメオタクです。': [0, 0, 0], '私は先日、ゲーム制作会社に就職しました。': [0, 0, 0], '私は一人っ子です。': [0, 0, 0], '私は石焼き芋の歌を懐かしく感じます。': [0, 1, 0], '私は漫研に入っていました。': [0, 0, 0], '私は変色気味です。': [0, 1, 0]}"
2780,B,好きだよ。でもニンジン嫌いだから、入れないでってお願いしてる。,"私は乙女座です。
私は小学生です。
私は占い師になりたいです。
私は身長が低いです。
私はニンジンが嫌いです。
私はゲームが大好きです。
私は占いが好きです。
私はアニメが好きです。
私はシチューが好きです。
","{'私は乙女座です。': [0, 0, 0], '私は小学生です。': [0, 0, 0], '私は占い師になりたいです。': [0, 0, 0], '私は身長が低いです。': [0, 0, 0], '私はニンジンが嫌いです。': [2, 2, 2], '私はゲームが大好きです。': [0, 0, 0], '私は占いが好きです。': [0, 0, 0], '私はアニメが好きです。': [0, 0, 0], '私は一人暮らしです。': [0, 0, 0]}"
2789,A,こんにちは。元気？,"私は平成生まれです。
私は警察官です。
私は2人の子持ちです。
私は偏食が激しいです。
私は柔道部に入っていました。
私は変色気味です。
","{'私は平成生まれです。': [0, 0, 0], '私は警察官です。': [0, 0, 0], '私は2人の子持ちです。': [0, 0, 0], '私は偏食が激しいです。': [0, 0, 0], '私は柔道部に入っていました。': [0, 0, 0], '私は変色気味です。': [0, 0, 0]}"
2789,B,元気ですよ！先日とうとう二十歳になりました！,"私の実家は群馬です。
私は秋に生まれました。
私は楽器メーカーに勤務しています。
私の趣味は音楽鑑賞です。
私は夕暮れを懐かしく感じます。
私は先日二十歳になりました。
私は寒いのが苦手です。
私の子は私に似て偏食です。
","{'私の実家は群馬です。': [0, 0, 0], '私は秋に生まれました。': [0, 0, 0], '私は楽器メーカーに勤務しています。': [0, 0, 0], '私の趣味は音楽鑑賞です。': [0, 0, 0], '私は夕暮れを懐かしく感じます。': [0, 0, 0], '私は先日二十歳になりました。': [2, 2, 2], '私は寒いのが苦手です。': [0, 0, 0], '私の子は私に似て偏食です。': [0, 0, 0]}"
2789,A,若いね！うらやましい。私は楽器メーカーで働いてるけど、あなたは？,"私は平成生まれです。
私は警察官です。
私は2人の子持ちです。
私は偏食が激しいです。
私は柔道部に入っていました。
私は変色気味です。
","{'私は平成生まれです。': [0, 0, 0], '私は警察官です。': [0, 0, 0], '私は2人の子持ちです。': [0, 0, 0], '私は偏食が激しいです。': [0, 0, 0], '私は柔道部に入っていました。': [0, 0, 0], '私は変色気味です。': [0, 0, 0]}"
2789,B,私は警察官ですよ！こう見えて二人の子持ちです。,"私の実家は群馬です。
私は秋に生まれました。
私は楽器メーカーに勤務しています。
私の趣味は音楽鑑賞です。
私は夕暮れを懐かしく感じます。
私は先日二十歳になりました。
私は寒いのが苦手です。
私の子は私に似て偏食です。
","{'私の実家は群馬です。': [0, 0, 0], '私は秋に生まれました。': [0, 0, 0], '私は楽器メーカーに勤務しています。': [0, 0, 0], '私の趣味は音楽鑑賞です。': [0, 0, 0], '私は夕暮れを懐かしく感じます。': [0, 0, 0], '私は先日二十歳になりました。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私の子は私に似て偏食です。': [0, 1, 1]}"
2789,A,若いのにすごい！しかし今日も寒かったね。,"私は平成生まれです。
私は警察官です。
私は2人の子持ちです。
私は偏食が激しいです。
私は柔道部に入っていました。
私は変色気味です。
","{'私は平成生まれです。': [0, 0, 0], '私は警察官です。': [0, 0, 0], '私は2人の子持ちです。': [0, 0, 0], '私は偏食が激しいです。': [0, 0, 0], '私は柔道部に入っていました。': [0, 0, 0], '私は変色気味です。': [0, 0, 0]}"
2789,B,そうですね！私元柔道部で筋肉質なせいか、寒いのはちょっと苦手です。あなたは寒さは得意？,"私の実家は群馬です。
私は秋に生まれました。
私は楽器メーカーに勤務しています。
私の趣味は音楽鑑賞です。
私は夕暮れを懐かしく感じます。
私は先日二十歳になりました。
私は寒いのが苦手です。
私の子は私に似て偏食です。
","{'私の実家は群馬です。': [0, 0, 0], '私は秋に生まれました。': [0, 0, 0], '私は楽器メーカーに勤務しています。': [0, 0, 0], '私の趣味は音楽鑑賞です。': [0, 0, 0], '私は夕暮れを懐かしく感じます。': [0, 0, 0], '私は先日二十歳になりました。': [0, 0, 0], '私は寒いのが苦手です。': [2, 2, 2], '私の子は私に似て偏食です。': [0, 0, 0]}"
2789,A,実家が群馬だからね。割と寒さに強いほうかな。,"私は平成生まれです。
私は警察官です。
私は2人の子持ちです。
私は偏食が激しいです。
私は柔道部に入っていました。
私は変色気味です。
","{'私は平成生まれです。': [0, 0, 0], '私は警察官です。': [0, 0, 0], '私は2人の子持ちです。': [0, 0, 0], '私は偏食が激しいです。': [0, 0, 0], '私は柔道部に入っていました。': [0, 0, 0], '私は変色気味です。': [0, 0, 0]}"
2789,B,そうなんだ。そうそう、うちの子がさ、_x0008_わたしに似て偏食で。何か偏食を克服する方法ってないかな？,"私の実家は群馬です。
私は秋に生まれました。
私は楽器メーカーに勤務しています。
私の趣味は音楽鑑賞です。
私は夕暮れを懐かしく感じます。
私は先日二十歳になりました。
私は寒いのが苦手です。
私の子は私に似て偏食です。
","{'私の実家は群馬です。': [0, 0, 0], '私は秋に生まれました。': [0, 0, 0], '私は楽器メーカーに勤務しています。': [0, 0, 0], '私の趣味は音楽鑑賞です。': [0, 0, 0], '私は夕暮れを懐かしく感じます。': [0, 0, 0], '私は先日二十歳になりました。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私の子は私に似て偏食です。': [2, 2, 2]}"
2789,A,私も偏食気味だから、アドバイスできないんだよね～。,"私は平成生まれです。
私は警察官です。
私は2人の子持ちです。
私は偏食が激しいです。
私は柔道部に入っていました。
私は変色気味です。
","{'私は平成生まれです。': [0, 0, 0], '私は警察官です。': [0, 0, 0], '私は2人の子持ちです。': [0, 0, 0], '私は偏食が激しいです。': [1, 1, 1], '私は柔道部に入っていました。': [0, 0, 0], '私は変色気味です。': [2, 2, 0]}"
2789,B,なかなか偏食をおなすって難しいよね。そういえば趣味とかあるんだっけ？,"私の実家は群馬です。
私は秋に生まれました。
私は楽器メーカーに勤務しています。
私の趣味は音楽鑑賞です。
私は夕暮れを懐かしく感じます。
私は先日二十歳になりました。
私は寒いのが苦手です。
私の子は私に似て偏食です。
","{'私の実家は群馬です。': [0, 0, 0], '私は秋に生まれました。': [0, 0, 0], '私は楽器メーカーに勤務しています。': [0, 0, 0], '私の趣味は音楽鑑賞です。': [0, 1, 0], '私は夕暮れを懐かしく感じます。': [0, 0, 0], '私は先日二十歳になりました。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私の子は私に似て偏食です。': [1, 2, 1]}"
2789,A,趣味は音楽鑑賞だね。今日の夕暮れ、何だか懐かしさを感じるな。またね！,"私は平成生まれです。
私は警察官です。
私は2人の子持ちです。
私は偏食が激しいです。
私は柔道部に入っていました。
私は変色気味です。
","{'私は平成生まれです。': [0, 0, 0], '私は警察官です。': [0, 0, 0], '私は2人の子持ちです。': [0, 0, 0], '私は偏食が激しいです。': [0, 0, 0], '私は柔道部に入っていました。': [0, 0, 0], '私の職場はお年寄りが多いです。': [0, 0, 0]}"
2789,B,うん！今日はありがと！,"私の実家は群馬です。
私は秋に生まれました。
私は楽器メーカーに勤務しています。
私の趣味は音楽鑑賞です。
私は夕暮れを懐かしく感じます。
私は先日二十歳になりました。
私は寒いのが苦手です。
私の子は私に似て偏食です。
","{'私の実家は群馬です。': [0, 0, 0], '私は秋に生まれました。': [0, 0, 0], '私は楽器メーカーに勤務しています。': [0, 0, 0], '私の趣味は音楽鑑賞です。': [0, 0, 0], '私は夕暮れを懐かしく感じます。': [0, 0, 0], '私は先日二十歳になりました。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私の妹はバイオリンを習っています。': [0, 0, 0]}"
2868,A,こんにちは。近所にスーパーがあるから今の家はすごく便利！,"私の家は、スーパーの近くにあります。
私はアパート暮らしです。
私は外資系企業に勤めています。
私にとって、おふくろの味はカツ丼です。
私は父を尊敬しています。
私は結婚をしていないです。
私の父は仕事ができる人です。
私は父に少しでも近づきたいです。
私は一人暮らしです。
","{'私の家は、スーパーの近くにあります。': [2, 2, 2], '私はアパート暮らしです。': [0, 0, 0], '私は外資系企業に勤めています。': [0, 0, 0], '私にとって、おふくろの味はカツ丼です。': [0, 0, 0], '私は父を尊敬しています。': [0, 0, 0], '私は結婚をしていないです。': [0, 0, 0], '私の父は仕事ができる人です。': [0, 0, 0], '私は父に少しでも近づきたいです。': [0, 0, 0], '私は一人暮らしです。': [0, 0, 0]}"
2868,B,いいですね。私も仕事場と家の間にスーパーがあるので買い物がラクです。帰り道に買えますからね。,"私は自営業です。
私は探偵です。
私は犬を飼っています。
私は片付けが苦手です。
私は散歩が趣味です。
私の仕事場と家の間にはスーパーがあります。
私は半額を狙ってスーパーに行きます。
","{'私は自営業です。': [0, 0, 0], '私は探偵です。': [0, 0, 0], '私は犬を飼っています。': [0, 0, 0], '私は片付けが苦手です。': [0, 0, 0], '私は散歩が趣味です。': [0, 0, 0], '私の仕事場と家の間にはスーパーがあります。': [2, 2, 2], '私は半額を狙ってスーパーに行きます。': [0, 0, 0]}"
2868,A,仕事が忙しいので、帰りにスーパーで割引シールついた総菜をいつも買うんですよ。,"私の家は、スーパーの近くにあります。
私はアパート暮らしです。
私は外資系企業に勤めています。
私にとって、おふくろの味はカツ丼です。
私は父を尊敬しています。
私は結婚をしていないです。
私の父は仕事ができる人です。
私は父に少しでも近づきたいです。
私は一人暮らしです。
","{'私の家は、スーパーの近くにあります。': [0, 1, 1], '私はアパート暮らしです。': [0, 0, 0], '私は外資系企業に勤めています。': [0, 0, 0], '私にとって、おふくろの味はカツ丼です。': [0, 0, 0], '私は父を尊敬しています。': [0, 0, 0], '私は結婚をしていないです。': [0, 0, 0], '私の父は仕事ができる人です。': [0, 0, 0], '私は父に少しでも近づきたいです。': [0, 0, 0], '私は一人暮らしです。': [0, 0, 0]}"
2868,B,夜になると安くなりますからいいですよね。私も探偵なんで定時仕事じゃないんですが、半額を狙ってスーパーには行きます。,"私は自営業です。
私は探偵です。
私は犬を飼っています。
私は片付けが苦手です。
私は散歩が趣味です。
私の仕事場と家の間にはスーパーがあります。
私は半額を狙ってスーパーに行きます。
","{'私は自営業です。': [0, 0, 0], '私は探偵です。': [2, 2, 2], '私は犬を飼っています。': [0, 0, 0], '私は片付けが苦手です。': [0, 0, 0], '私は散歩が趣味です。': [0, 0, 0], '私の仕事場と家の間にはスーパーがあります。': [0, 0, 0], '私は半額を狙ってスーパーに行きます。': [2, 2, 2]}"
2868,A,探偵さんってお忙しそうですね。わたしは結婚がまだなので家事がかなり負担ですよ。,"私の家は、スーパーの近くにあります。
私はアパート暮らしです。
私は外資系企業に勤めています。
私にとって、おふくろの味はカツ丼です。
私は父を尊敬しています。
私は結婚をしていないです。
私の父は仕事ができる人です。
私は父に少しでも近づきたいです。
私は一人暮らしです。
","{'私の家は、スーパーの近くにあります。': [0, 0, 0], '私はアパート暮らしです。': [0, 0, 0], '私は外資系企業に勤めています。': [0, 0, 0], '私にとって、おふくろの味はカツ丼です。': [0, 0, 0], '私は父を尊敬しています。': [0, 0, 0], '私は結婚をしていないです。': [2, 2, 2], '私の父は仕事ができる人です。': [0, 0, 0], '私は父に少しでも近づきたいです。': [0, 0, 0], '私は一人暮らしです。': [0, 1, 1]}"
2868,B,私もそうです。片付けがとても苦手で、いつも散らかっています。,"私は自営業です。
私は探偵です。
私は犬を飼っています。
私は片付けが苦手です。
私は散歩が趣味です。
私の仕事場と家の間にはスーパーがあります。
私は半額を狙ってスーパーに行きます。
","{'私は自営業です。': [0, 0, 0], '私は探偵です。': [0, 0, 0], '私は犬を飼っています。': [0, 0, 0], '私は片付けが苦手です。': [2, 2, 2], '私は散歩が趣味です。': [0, 0, 0], '私の仕事場と家の間にはスーパーがあります。': [0, 0, 0], '私は半額を狙ってスーパーに行きます。': [0, 0, 0]}"
2868,A,日本人は効率悪いってよく外国人上司に言われるので、最近は断捨離して家事の負担を減らすことにしました。,"私の家は、スーパーの近くにあります。
私はアパート暮らしです。
私は外資系企業に勤めています。
私にとって、おふくろの味はカツ丼です。
私は父を尊敬しています。
私は結婚をしていないです。
私の父は仕事ができる人です。
私は父に少しでも近づきたいです。
私は一人暮らしです。
","{'私の家は、スーパーの近くにあります。': [0, 0, 0], '私はアパート暮らしです。': [0, 0, 0], '私は外資系企業に勤めています。': [1, 1, 1], '私にとって、おふくろの味はカツ丼です。': [0, 0, 0], '私は父を尊敬しています。': [0, 0, 0], '私は結婚をしていないです。': [0, 1, 0], '私の父は仕事ができる人です。': [0, 0, 0], '私は父に少しでも近づきたいです。': [0, 0, 0], '私は一人暮らしです。': [0, 1, 0]}"
2868,B,そうですか。私も断捨離必要だな。散らかるのは物が多いのもありますよね。,"私は自営業です。
私は探偵です。
私は犬を飼っています。
私は片付けが苦手です。
私は散歩が趣味です。
私の仕事場と家の間にはスーパーがあります。
私は半額を狙ってスーパーに行きます。
","{'私は自営業です。': [0, 0, 0], '私は探偵です。': [0, 0, 0], '私は犬を飼っています。': [0, 0, 0], '私は片付けが苦手です。': [1, 1, 1], '私は散歩が趣味です。': [0, 0, 0], '私の仕事場と家の間にはスーパーがあります。': [0, 0, 0], '私は半額を狙ってスーパーに行きます。': [0, 0, 0]}"
2868,A,そう思います。わたしの父がとても仕事が出来る人だったので、少しでも父に近づきたいなって気持ちがあります。,"私の家は、スーパーの近くにあります。
私はアパート暮らしです。
私は外資系企業に勤めています。
私にとって、おふくろの味はカツ丼です。
私は父を尊敬しています。
私は結婚をしていないです。
私の父は仕事ができる人です。
私は父に少しでも近づきたいです。
私は一人暮らしです。
","{'私の家は、スーパーの近くにあります。': [0, 0, 0], '私はアパート暮らしです。': [0, 0, 0], '私は外資系企業に勤めています。': [0, 0, 0], '私にとって、おふくろの味はカツ丼です。': [0, 0, 0], '私は父を尊敬しています。': [2, 2, 2], '私は結婚をしていないです。': [0, 0, 0], '私の父は仕事ができる人です。': [2, 2, 2], '私は父に少しでも近づきたいです。': [2, 2, 2], '私は一人暮らしです。': [0, 0, 0]}"
2868,B,そうなんですか。尊敬できるお父さんでいいですね。私は犬と二人で自由気ままですよ。あとは趣味の散歩が楽しめれば。,"私は自営業です。
私は探偵です。
私は犬を飼っています。
私は片付けが苦手です。
私は散歩が趣味です。
私の仕事場と家の間にはスーパーがあります。
私は半額を狙ってスーパーに行きます。
","{'私は自営業です。': [0, 0, 0], '私は探偵です。': [0, 0, 0], '私は犬を飼っています。': [2, 2, 2], '私は片付けが苦手です。': [0, 0, 0], '私は散歩が趣味です。': [2, 2, 2], '私の仕事場と家の間にはスーパーがあります。': [0, 0, 0], '私は半額を狙ってスーパーに行きます。': [0, 0, 0]}"
2868,A,わたしも今は一人暮らしです。ペットがいたら寂しくないかな？実家が恋しくなる時もたまにあります。,"私の家は、スーパーの近くにあります。
私はアパート暮らしです。
私は外資系企業に勤めています。
私にとって、おふくろの味はカツ丼です。
私は父を尊敬しています。
私は結婚をしていないです。
私の父は仕事ができる人です。
私は父に少しでも近づきたいです。
私は一人暮らしです。
","{'私の家は、スーパーの近くにあります。': [0, 0, 0], '私はアパート暮らしです。': [0, 1, 1], '私は外資系企業に勤めています。': [0, 0, 0], '私にとって、おふくろの味はカツ丼です。': [0, 0, 0], '私は父を尊敬しています。': [0, 0, 0], '私は結婚をしていないです。': [0, 2, 2], '私の父は仕事ができる人です。': [0, 0, 0], '私は父に少しでも近づきたいです。': [0, 0, 0], '私はマッチングアプリを使ったことがあります。': [0, 0, 0]}"
2868,B,犬がいると全然寂しくないですよ。良い相棒です。,"私は自営業です。
私は探偵です。
私は犬を飼っています。
私は片付けが苦手です。
私は散歩が趣味です。
私の仕事場と家の間にはスーパーがあります。
私は半額を狙ってスーパーに行きます。
","{'私は自営業です。': [0, 0, 0], '私は探偵です。': [0, 0, 0], '私は犬を飼っています。': [2, 2, 2], '私は片付けが苦手です。': [0, 0, 0], '私は散歩が趣味です。': [0, 0, 0], '私の仕事場と家の間にはスーパーがあります。': [0, 0, 0], '私の仕事は危険なので彼女がいつも心配しています。': [0, 0, 0]}"
2892,A,こんにちは！私は宮城県の出身なんですが、あなたはどちらのご出身ですか？,"私は宮城で生まれました。
私はサーフィンが得意です。
私は海上保安官です。
私は牡蠣が嫌いです。
私はウニが好きです。
私には彼女がいます。
私の仕事は危険なので彼女がいつも心配しています。
","{'私は宮城で生まれました。': [2, 2, 2], '私はサーフィンが得意です。': [0, 0, 0], '私は海上保安官です。': [0, 0, 0], '私は牡蠣が嫌いです。': [0, 0, 0], '私はウニが好きです。': [0, 0, 0], '私には彼女がいます。': [0, 0, 0], '私は仕事でたくさんの出会いがあります。': [0, 0, 0]}"
2892,B,こんにちは！私は東京から富山に嫁いだんですよ。,"私は富山県に嫁いできました。
私は早生まれです。
私の誕生日は、ひな祭りの日です。
私は助産師です。
私の趣味はカラオケです。
私は東京出身です。
私は仕事でたくさんの出会いがあります。
","{'私は富山県に嫁いできました。': [2, 2, 2], '私は早生まれです。': [0, 0, 0], '私の誕生日は、ひな祭りの日です。': [0, 0, 0], '私は助産師です。': [0, 0, 0], '私の趣味はカラオケです。': [0, 0, 0], '私は東京出身です。': [2, 1, 1], '私の仕事は危険なので彼女がいつも心配しています。': [0, 0, 0]}"
2892,A,へえ、ずいぶん遠くに行きましたね。環境の違いで戸惑ったりしませんでしたか？,"私は宮城で生まれました。
私はサーフィンが得意です。
私は海上保安官です。
私は牡蠣が嫌いです。
私はウニが好きです。
私には彼女がいます。
私の仕事は危険なので彼女がいつも心配しています。
","{'私は宮城で生まれました。': [0, 0, 0], '私はサーフィンが得意です。': [0, 0, 0], '私は海上保安官です。': [0, 0, 0], '私は牡蠣が嫌いです。': [0, 0, 0], '私はウニが好きです。': [0, 0, 0], '私には彼女がいます。': [0, 0, 0], '私は仕事でたくさんの出会いがあります。': [0, 1, 0]}"
2892,B,ええ、言葉も違うし、慣れるには少しかかりました。でも趣味のカラオケで、同じカラオケ好きの人と交流ができたんですよ。,"私は富山県に嫁いできました。
私は早生まれです。
私の誕生日は、ひな祭りの日です。
私は助産師です。
私の趣味はカラオケです。
私は東京出身です。
私は仕事でたくさんの出会いがあります。
","{'私は富山県に嫁いできました。': [0, 0, 0], '私は早生まれです。': [0, 0, 0], '私の誕生日は、ひな祭りの日です。': [0, 0, 0], '私は助産師です。': [0, 0, 0], '私の趣味はカラオケです。': [2, 0, 2], '私は東京出身です。': [0, 0, 0], '私の仕事は危険なので彼女がいつも心配しています。': [0, 1, 0]}"
2892,A,それは良かったですね。私も、今付き合ってる彼女とは、サーフィンをきっかけに知り合ったんです。,"私は宮城で生まれました。
私はサーフィンが得意です。
私は海上保安官です。
私は牡蠣が嫌いです。
私はウニが好きです。
私には彼女がいます。
私の仕事は危険なので彼女がいつも心配しています。
","{'私は宮城で生まれました。': [0, 0, 0], '私はサーフィンが得意です。': [2, 0, 1], '私は海上保安官です。': [0, 0, 0], '私は牡蠣が嫌いです。': [0, 0, 0], '私はウニが好きです。': [0, 0, 0], '私には彼女がいます。': [2, 2, 2], '私は仕事でたくさんの出会いがあります。': [0, 1, 0]}"
2892,B,サーフィンってかっこいですね！私は助産師なので、仕事でもいろんな出会いがありますよ。サーフィンは冬でもされるんですか？,"私は富山県に嫁いできました。
私は早生まれです。
私の誕生日は、ひな祭りの日です。
私は助産師です。
私の趣味はカラオケです。
私は東京出身です。
私は仕事でたくさんの出会いがあります。
","{'私は富山県に嫁いできました。': [0, 0, 0], '私は早生まれです。': [0, 0, 0], '私の誕生日は、ひな祭りの日です。': [0, 0, 0], '私は助産師です。': [2, 2, 2], '私の趣味はカラオケです。': [0, 0, 0], '私は東京出身です。': [0, 0, 0], '私の仕事は危険なので彼女がいつも心配しています。': [0, 1, 0]}"
2892,A,しますよ。海が好きで海上保安官になったんですが、海での仕事は危険も伴うので、彼女がいつも心配してます。,"私は宮城で生まれました。
私はサーフィンが得意です。
私は海上保安官です。
私は牡蠣が嫌いです。
私はウニが好きです。
私には彼女がいます。
私の仕事は危険なので彼女がいつも心配しています。
","{'私は宮城で生まれました。': [0, 0, 0], '私はサーフィンが得意です。': [0, 1, 0], '私は海上保安官です。': [2, 2, 2], '私は牡蠣が嫌いです。': [0, 0, 0], '私はウニが好きです。': [0, 0, 0], '私には彼女がいます。': [2, 2, 2], '私は仕事でたくさんの出会いがあります。': [0, 0, 0]}"
2892,B,趣味もお仕事も海なんですね。確かにそれは彼女さんは心配されるでしょうね。危険を伴う仕事をされて、頭が下がります。ところで誕生日、私はひな祭りの日なんですけど、あなたは？,"私は富山県に嫁いできました。
私は早生まれです。
私の誕生日は、ひな祭りの日です。
私は助産師です。
私の趣味はカラオケです。
私は東京出身です。
私は仕事でたくさんの出会いがあります。
","{'私は富山県に嫁いできました。': [0, 0, 0], '私は早生まれです。': [2, 2, 2], '私の誕生日は、ひな祭りの日です。': [2, 2, 2], '私は助産師です。': [0, 0, 0], '私の趣味はカラオケです。': [0, 0, 0], '私は東京出身です。': [0, 0, 0], '私の仕事は危険なので彼女がいつも心配しています。': [0, 0, 0]}"
2892,A,私は冬生まれですよ。冬といえば、牡蠣鍋が定番ですが、わたしは牡蠣が苦手なんですよねー。あなたは平気ですか？,"私は宮城で生まれました。
私はサーフィンが得意です。
私は海上保安官です。
私は牡蠣が嫌いです。
私はウニが好きです。
私には彼女がいます。
私の仕事は危険なので彼女がいつも心配しています。
","{'私は宮城で生まれました。': [0, 1, 0], '私はサーフィンが得意です。': [0, 0, 0], '私は海上保安官です。': [0, 0, 0], '私は牡蠣が嫌いです。': [2, 2, 2], '私はウニが好きです。': [0, 0, 0], '私には彼女がいます。': [0, 0, 0], '私は仕事でたくさんの出会いがあります。': [0, 0, 0]}"
2892,B,同じ冬生まれですね！私も牡蠣は苦手ですね。桃の節句生まれだからってわけじゃないですが、ちらし寿司が好きなんですよ。,"私は富山県に嫁いできました。
私は早生まれです。
私の誕生日は、ひな祭りの日です。
私は助産師です。
私の趣味はカラオケです。
私は東京出身です。
私は仕事でたくさんの出会いがあります。
","{'私は富山県に嫁いできました。': [0, 0, 0], '私は早生まれです。': [0, 1, 2], '私の誕生日は、ひな祭りの日です。': [0, 2, 2], '私は助産師です。': [0, 0, 0], '私の趣味はカラオケです。': [0, 0, 0], '私は東京出身です。': [0, 0, 0], '私の仕事は危険なので彼女がいつも心配しています。': [0, 0, 0]}"
2892,A,あれは美味しいですよね！ちらし寿司に、ウニも入ってたら最高だな！,"私は宮城で生まれました。
私はサーフィンが得意です。
私は海上保安官です。
私は牡蠣が嫌いです。
私はウニが好きです。
私には彼女がいます。
私の仕事は危険なので彼女がいつも心配しています。
","{'私は宮城で生まれました。': [0, 0, 0], '私はサーフィンが得意です。': [0, 0, 0], '私は海上保安官です。': [0, 0, 0], '私は牡蠣が嫌いです。': [0, 0, 0], '私はウニが好きです。': [2, 2, 2], '私には彼女がいます。': [0, 0, 0], '私は仕事でたくさんの出会いがあります。': [0, 0, 0]}"
2892,B,ほんとですね！豪華なちらし寿司、食べたくなってきたので、今夜作ります！,"私は富山県に嫁いできました。
私は早生まれです。
私の誕生日は、ひな祭りの日です。
私は助産師です。
私の趣味はカラオケです。
私は東京出身です。
私は仕事でたくさんの出会いがあります。
","{'私は富山県に嫁いできました。': [0, 0, 0], '私は早生まれです。': [0, 0, 0], '私の誕生日は、ひな祭りの日です。': [0, 0, 0], '私は助産師です。': [0, 0, 0], '私の趣味はカラオケです。': [0, 0, 0], '私は東京出身です。': [0, 0, 0], '私は大勢の人の中にいるのは苦手です。': [0, 0, 0]}"
2901,A,こんにちは。そろそろ彼氏が欲しいんだけど、冬になると寒いなー。,"私は北海道で生まれました。
私は東京に住んでみたいです。
私は一軒家に住んでいます。
私は介護福祉士です。
私は彼氏いない歴が長いです。
私の職場はお年寄りが多いです。
","{'私は北海道で生まれました。': [0, 0, 0], '私は東京に住んでみたいです。': [0, 0, 0], '私は一軒家に住んでいます。': [0, 0, 0], '私は介護福祉士です。': [0, 0, 0], '私は彼氏いない歴が長いです。': [1, 1, 2], '私の職場はお年寄りが多いです。': [0, 0, 0]}"
2901,B,私も彼氏欲しいー。徳島に来てまだ日が浅いから、男どころか女友達すらいないよ。,"私は徳島に移住してきました。
私はドライブが好きです。
私はキャリアコンサルタントです。
私の趣味はアウトドアレジャーです。
私は人が多い場所が苦手です。
私は彼氏が欲しいです。
私は大勢の人の中にいるのは苦手です。
","{'私は徳島に移住してきました。': [2, 2, 2], '私はドライブが好きです。': [0, 0, 0], '私はキャリアコンサルタントです。': [0, 0, 0], '私の趣味はアウトドアレジャーです。': [0, 0, 0], '私は人が多い場所が苦手です。': [0, 0, 0], '私は彼氏が欲しいです。': [2, 2, 2], '私は大勢の人の中にいるのは苦手です。': [0, 0, 0]}"
2901,A,職場にいい人いないの？わたしの職場はお年寄りばかり…、孫でいいから紹介して欲しい。,"私は北海道で生まれました。
私は東京に住んでみたいです。
私は一軒家に住んでいます。
私は介護福祉士です。
私は彼氏いない歴が長いです。
私の職場はお年寄りが多いです。
","{'私は北海道で生まれました。': [0, 0, 0], '私は東京に住んでみたいです。': [0, 0, 0], '私は一軒家に住んでいます。': [0, 0, 0], '私は介護福祉士です。': [0, 1, 0], '私は彼氏いない歴が長いです。': [0, 1, 1], '私の職場はお年寄りが多いです。': [2, 2, 2]}"
2901,B,私の場合、キャリアコンサルだから、リストラにあったオヤジばっかり相手してるよ。お年寄りが多い職場って、どんなの？,"私は徳島に移住してきました。
私はドライブが好きです。
私はキャリアコンサルタントです。
私の趣味はアウトドアレジャーです。
私は人が多い場所が苦手です。
私は彼氏が欲しいです。
私は大勢の人の中にいるのは苦手です。
","{'私は徳島に移住してきました。': [0, 0, 0], '私はドライブが好きです。': [0, 0, 0], '私はキャリアコンサルタントです。': [2, 2, 2], '私の趣味はアウトドアレジャーです。': [0, 0, 0], '私は人が多い場所が苦手です。': [0, 0, 0], '私は彼氏が欲しいです。': [0, 0, 0], '私は大勢の人の中にいるのは苦手です。': [0, 0, 0]}"
